schema_version,module,case_id,stratum,conformant,expected,actual,diagnostics
1.0,routing,routing-ambiguous-08,ambiguous,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":null,""reason"":""no_retrieval_needed""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Should I search the papers before writing?"",""reason"":""explicit_search""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""A hypothetical search question asks for advice, not execution.""}"
1.0,routing,routing-ambiguous-09,ambiguous,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":null,""reason"":""no_retrieval_needed""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Can you explain this more simply?"",""reason"":""collection_backed_question""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Without a document reference, 'this' resolves to conversational context.""}"
1.0,routing,routing-ambiguous-10,ambiguous,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":null,""reason"":""no_retrieval_needed""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Describe what a good chart would look like."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""The user requests a prose description, not the chart itself.""}"
1.0,routing,routing-ambiguous-11,ambiguous,True,"{""classifier"":{""is_retry"":true,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""skip_normal_tool_loop"",""query"":""Do that again."",""reason"":""retry_request""}","{""classifier"":{""is_retry"":true,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Do that again."",""reason"":""retry_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""A bare retry with no prior operation is classified but not retrieved.""}"
1.0,routing,routing-ambiguous-12,ambiguous,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Could you clean up this uploaded data table?"",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""An uploaded table transformation is treated as local processing.""}"
1.0,routing,routing-ambiguous-13,ambiguous,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Can you measure sources in this image?"",""reason"":""collection_backed_question""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""The primary verb asks to operate on a local image.""}"
1.0,routing,routing-ambiguous-14,ambiguous,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Would you flat field this exposure for me?"",""reason"":""local_tool_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""Flat-field correction is treated as local processing.""}"
1.0,routing,routing-ambiguous-15,ambiguous,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Use the tool on my data, if that makes sense."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""The explicit tool request wins over possible explanatory intent.""}"
1.0,routing,routing-adversarial-01,adversarial_boundary,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Hello—now search the documents for 'do not search'."",""reason"":""explicit_search""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Hello—now search the documents for 'do not search'."",""reason"":""explicit_search""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""A real search request remains retrieval despite a greeting prefix.""}"
1.0,routing,routing-adversarial-02,adversarial_boundary,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":true,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":null,""reason"":""figure_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Show the paper's chart titled 'FITS Tool Results'."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Figure retrieval wins even when the caption contains tool vocabulary.""}"
1.0,routing,routing-adversarial-03,adversarial_boundary,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Boundary Study: What does it say—exactly?"",""reason"":""collection_backed_question""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Boundary Study: What does it say—exactly?"",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Coreference query normalization preserves internal punctuation exactly.""}"
1.0,routing,routing-adversarial-04,adversarial_boundary,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":null,""reason"":""explicit_search""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Search the files for the phrase 'run the tool'."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""A real request uses a quoted adversarial token as its search target.""}"
1.0,routing,routing-adversarial-05,adversarial_boundary,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":true,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":null,""reason"":""figure_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":true,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":""Do not summarize; show the graph from the source."",""reason"":""figure_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""A requested graph still needs a selected collection.""}"
1.0,routing,routing-adversarial-06,adversarial_boundary,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":""SEARCH THE DOCS—find calibration!"",""reason"":""explicit_search""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":""SEARCH THE DOCS—find calibration!"",""reason"":""explicit_search""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""Uppercase and punctuation do not change a literal retrieval request.""}"
1.0,routing,routing-adversarial-07,adversarial_boundary,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":true,""wants_whole_document"":false},""direct_action"":""prompt_select_collection"",""helper_action"":""prompt_select_collection"",""query"":null,""reason"":""figure_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Open the figure named 'Detect Sources' in the paper."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""A document figure request includes a misleading local-tool phrase only as a title.""}"
1.0,routing,routing-adversarial-08,adversarial_boundary,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":null,""reason"":""no_retrieval_needed""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Do not search, scan, or read any documents."",""reason"":""explicit_search""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":false,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Explicit negation means no retrieval despite dense search keywords.""}"
1.0,routing,routing-adversarial-09,adversarial_boundary,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":null,""reason"":""no_retrieval_needed""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":""Explain why the phrase 'try again' can be frustrating."",""reason"":""no_retrieval_needed""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""Quoted retry text is content to explain, not a retry command.""}"
1.0,routing,routing-adversarial-10,adversarial_boundary,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":null,""reason"":""no_retrieval_needed""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Do not run the FITS tool; just say hello."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Negated tool commands are not local-tool requests.""}"
1.0,routing,routing-adversarial-11,adversarial_boundary,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":true,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""retrieve"",""helper_action"":""retrieve"",""query"":""Rename my note to search documents.txt."",""reason"":""explicit_search""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""Renaming a local note is a local-file operation; the search phrase occurs only in the target filename.""}"
1.0,routing,routing-adversarial-12,adversarial_boundary,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Run the tool on my FITS file, then I will compare it with a paper."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""Local processing has priority over an incidental paper comparison.""}"
1.0,routing,routing-adversarial-13,adversarial_boundary,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""FITS!!! Detect sources???"",""reason"":""local_tool_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""Repeated punctuation does not change an explicit local-tool request.""}"
1.0,routing,routing-adversarial-14,adversarial_boundary,True,"{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":null,""helper_action"":""local_tool_handling"",""query"":null,""reason"":""local_tool_request""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Flat-field the uploaded file called paper.fits."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":true,""direct_action"":{""conformant"":null,""reason"":""fixture has no direct_pipeline_action gold label"",""status"":""not_applicable""},""helper_action"":true,""query"":true,""reason"":true},""rationale"":""An explicit local operation wins over a document keyword in the filename.""}"
1.0,routing,routing-adversarial-15,adversarial_boundary,False,"{""classifier"":{""is_retry"":false,""requires_local_tools"":false,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""skip_normal_tool_loop"",""query"":null,""reason"":""no_retrieval_needed""}","{""classifier"":{""is_retry"":false,""requires_local_tools"":true,""requires_rag"":false,""wants_figures"":false,""wants_whole_document"":false},""direct_action"":""skip_normal_tool_loop"",""helper_action"":""local_tool_handling"",""query"":""Explain the phrase 'use the tool' without running anything."",""reason"":""local_tool_request""}","{""checks"":{""classifier"":false,""direct_action"":{""conformant"":true,""status"":""ok""},""helper_action"":false,""query"":true,""reason"":false},""rationale"":""A quoted local-tool phrase is mentioned for explanation and does not request execution.""}"
