path,owner,status,reason
aquillm/apps/knowledge_graph/graph/filtering.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/graph/invalidation.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/graph/manifest_locking.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/graph/recovery.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/commands/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/commands/activate_knowledge_graph_ontology.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/commands/check_knowledge_graph_extractor.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/commands/inspect_knowledge_graph.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/commands/inspect_knowledge_graph_projection.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/commands/project_knowledge_graph.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/commands/prune_knowledge_graph.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/commands/prune_knowledge_graph_projection.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/commands/rebuild_knowledge_graph.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/commands/reconcile_knowledge_graph_projection.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/management/commands/seed_knowledge_graph_eval_fixture.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/0001_initial.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/0002_graph_build_run_stages.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/0003_graph_lifecycle_ownership.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/0004_canonical_identity_audit.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/0005_graph_rebuild_request.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/0006_graph_rebuild_live_indexes.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/0007_memgraph_projection_authority.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/0008_projection_worker_state_api.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/0009_fix_projection_outbox_operation_type.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/0010_projection_prune_completion.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/0011_projection_bulk_chunk_fence.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/migrations/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/models/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/models/artifacts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/models/associations.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/models/entities.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/models/inputs.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/models/ontology.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/models/projection_lifecycle_validation.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/models/projections.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/models/relations.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/models/vector_validation.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/ontologies/research-v1.yaml,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/bundle_validation.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/chunk_reference_store.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/control_records.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/database_router.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/django_projection_evidence.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/django_projection_rows.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/django_projection_source.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/django_projection_topology.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/generation_audit.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/identifiers.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/inspection.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/lifecycle.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/limits.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/memberships.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/memgraph_driver.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/memgraph_edge_validation.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/memgraph_edges.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/memgraph_pagination.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/memgraph_records.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/memgraph_repository.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/memgraph_streaming.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/memgraph_validation.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/outbox.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/postgres_repository.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/projection_encoding.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/projection_evidence_encoding.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/projection_private_encoding.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/projection_topology_encoding.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/reconciler.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/reconciliation_types.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/records.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/runtime.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/serialization.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/state_repository.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/tasks.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/topology_adapter.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/topology_cypher.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/topology_encoding.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/topology_request.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/topology_results.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/topology_selection.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/topology_snapshot.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/projection/worker.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/resolution/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/resolution/canonical.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/resolution/collection.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/resolution/coreference.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/resolution/normalization.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/resolution/persistence.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/resolution/scoring.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/branch_contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/direct_seed_contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/direct_seed_repository.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/direct_seed_resolution.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/expansion.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/extended_seed_repository.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/materialization.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/ppr.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/ppr_kernel.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/production_direct.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/production_extended.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/production_runtime.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/production_runtime_support.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/projected_ppr.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/projected_snapshot.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/projected_snapshot_codec.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/projected_types.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/projected_types.pyi,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/query_embedding.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/query_ontology.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/ready_materialization.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/ready_scope.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/ready_scope_repository.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/scheduler.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/scheduler_support.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/scheduler_workers.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/topology/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/topology/contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/topology/factory.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/topology/failures.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/topology/gateway_client.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/topology/gateway_config.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/topology/gateway_contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/topology/gateway_service.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/topology/memgraph.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/topology/postgres.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/topology/projected_codec.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/retrieval/types.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/services/__init__.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/services/builds.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/services/failure_codes.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/services/inspection.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/services/inspection_rows.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/services/ontology.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/services/pruning.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/services/rebuild_failure_locking.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tasks.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/memgraph_test_support.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/projected_ppr_fixtures.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/retrieval_eval_support.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/task21_fixture_test_support.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_branch_contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_build_generation_bootstrap_postgres.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_build_generation_uniqueness.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_build_idempotency.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_build_orchestration_postgres_races.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_bulk_build_failures.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_canonical_permissions.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_canonical_resolution.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_collection_ontology_selection.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_collection_resolution.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_config.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_coreference.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_cross_task_lock_contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_current_graph_state.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_direct_seed_contracts.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
aquillm/apps/knowledge_graph/tests/test_direct_seed_repository.py,graph-candidate,graph-only excluded,"New graph schema, lifecycle fencing, extraction, topology, evaluation or UI integration; no independent runtime change identified."
